Employers who were issued a positive Labour Market Impact Assessment (LMIA) by National Occupational Classification (NOC) 2011 and business location in 2016,,,, 
Province/Territory,Employer,Address,Occupations under NOC 2011,Positions Approved 
,762125 Alberta Ltd.,"Edmonton, AB T5W 5E6",7291-Roofers and shinglers,3
,762289 Alberta Ltd,"Edmonton, AB T5W 0Z3",6322-Cooks,1
,769692 Alberta Ltd. O/A Diamond Auto Group,"Calgary, AB T2G 1Z1","0651-Managers in customer and personal services, n.e.c.",1
,773353 Alberta Ltd,"Fort McMurray, AB T9H 4K6",0621-Retail and wholesale trade managers,1
,780462 Alberta Ltd,"Edmonton, AB T6E 3S9",6211-Retail sales supervisors,1
,781978 Alberta Ltd.,"Calgary, AB T2H 0K6",6311-Food service supervisors,1
,,,6322-Cooks,1
,782902 Alberta Ltd,"Sylvan Lake, AB T4S 0A5",0621-Retail and wholesale trade managers,1
,784242 Alberta Ltd.,"Edmonton, AB T6L 2Z2",6311-Food service supervisors,1
,786 Gill Ltd,"Edmonton, AB T5J 1M7",6311-Food service supervisors,1
,788499 Alberta Ltd o/a Farah Taco Time Phase III,"Edmonton, AB T5T 3J4",6311-Food service supervisors,1
,788982 Alberta Ltd.,"Edmonton, AB T5H 2L9",6322-Cooks,1
,,"Edmonton, AB T6E 4C8",6322-Cooks,1
,790443 Alberta Ltd o/a Page the Cleaner,"Edmonton, AB T5M 1V1",6316-Other services supervisors,1
,792773 Alberta Ltd.,"Calgary, AB T2G 1V4",7272-Cabinetmakers,3
,793085 Alberta Ltd.o/a 49th Street Grill,"Athabasca, AB T9S 1C5",6322-Cooks,2
,796005 Alberta Ltd,"Camrose, AB T4V 4R1",6311-Food service supervisors,8
,796174 Alberta Ltd.,"Calgary, AB T3C 0V1",2225-Landscape and horticulture technicians and specialists,1
,797723 Alberta Ltd,"Edmonton, AB T5L 3P9",6211-Retail sales supervisors,1
,7-Eleven Canada Inc.,"Calgary, AB T2Y 1W1",6211-Retail sales supervisors,11
,804049 Alberta Ltd,"Fort Saskatchewan, AB T8L 2T1",6311-Food service supervisors,7
,804521 Alberta Ltd,"Grande Prairie, AB T8V 7G5",6211-Retail sales supervisors,1
,806621 Alberta Ltd,"Red Deer, AB T4N 4E3",6211-Retail sales supervisors,1
,806723 Alberta Ltd,"Calgary, AB T2S 1W3",6311-Food service supervisors,1
,,,6315-Cleaning supervisors,1
,,"Calgary, AB T3H 0M4",6211-Retail sales supervisors,1
,807942 Alberta Ltd,"Edson, AB T7E 1S4",6311-Food service supervisors,1
,812252 Alberta Ltd,"Sherwood Park, AB T8H 2T1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",4
,813056 Alberta Ltd,"Calgary, AB T2J 6T6",6322-Cooks,1
,820035 Alberta Ltd,"Calgary, AB T2G 3T8",0631-Restaurant and food service managers,1
,840584 Alberta Ltd,"Calgary, AB T2K 1B2",6211-Retail sales supervisors,1
,840600 Alberta Ltd.,"Edmonton, AB T6E 5T5",6311-Food service supervisors,1
,841512 Alberta Ltd.,"Edmonton, AB T5C 1R9",6211-Retail sales supervisors,1
,,,6341-Hairstylists and barbers,1
,,,"6562-Estheticians, electrologists and related occupations",1
,841973 Alberta Ltd.,"Calgary, AB T3A 6A9",6311-Food service supervisors,2
,846840 Alberta Ltd.,"St. Albert, AB T8N 0P7",0621-Retail and wholesale trade managers,1
,,,6211-Retail sales supervisors,1
,849113 Alberta Ltd. o/a Arby's Restaurant,"Grande Prairie, AB T8V 8B9",6311-Food service supervisors,1
,850672 Alberta Ltd,"Vermilion, AB T9X 1J6",6311-Food service supervisors,1
,852106 Alberta Ltd o/a Smittys Restaurant,"Grande Prairie, AB T8V 7L5",6311-Food service supervisors,2
,,,6322-Cooks,2
,853582 Alberta Ltd,"Calgary, AB T3K 5B8",6311-Food service supervisors,2
,854917 Alberta Ltd,"Edmonton, AB T6L 1N3",6211-Retail sales supervisors,2
,855739 Alberta Ltd,"Edmonton, AB T6M 1W2",6311-Food service supervisors,2
,856667 Alberta Ltd,"Edmonton, AB T5N 3P5",6322-Cooks,1
,857716 Alberta Inc,"Calgary, AB T2A 0V4",6322-Cooks,1
,861490 Alberta Ltd,"Calgary, AB T2Y 3H9",6321-Chefs,1
,861699 Alberta Ltd.,"Crossfield, AB T0M 0S0",6211-Retail sales supervisors,2
,862260 Alberta Ltd,"Lloydminster, AB T9V 1V6",6311-Food service supervisors,1
,866073 Alberta Ltd,"Calgary, AB T3H 3P8",6316-Other services supervisors,1
,866078 Alberta Ltd,"Nisku, AB T9E 8M8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,874707 Alberta Ltd.,"Edmonton, AB T6J 7G6",6311-Food service supervisors,1
,876350 Alberta Ltd,"Olds, AB T4H 1P7",6322-Cooks,4
,,,6513-Food and beverage servers,1
,881 Corner Gas Ltd.,"Lac La Biche, AB T0A 2C0",6211-Retail sales supervisors,2
,881422 Alberta Ltd.,"Edmonton, AB T5C 1R9","6562-Estheticians, electrologists and related occupations",1
,886181 Alberta Ltd,"Edmonton, AB T6J 6V1",6322-Cooks,1
,888722 Alberta Ltd,"Calgary, AB T1Y 6Y7",6311-Food service supervisors,2
,889165 Alberta Ltd,"Grande Prairie, AB T8V 5M6",6312-Executive housekeepers,1
,893335 Alberta Ltd. o/a Dairy Queen,"Banff, AB T1L 1A3",6311-Food service supervisors,1
,895943 Alberta Ltd,"Nampa, AB T0H 2R0",6311-Food service supervisors,2
,896126 Alberta Inc.,"Calgary, AB T2R 1P6",6311-Food service supervisors,1
,897076 Alberta Ltd,"Calgary, AB T2E 3N7",0631-Restaurant and food service managers,1
,897802 Alberta Ltd,"Edmonton, AB T5J 1X8",6311-Food service supervisors,1
,898742 Alberta Ltd o/a New York Fries,"Grande Prairie, AB T8W 2H2",6311-Food service supervisors,1
,,,"6711-Food counter attendants, kitchen helpers and related support occupations",2
,903539 Alberta Ltd o/a OPA Souvlaki,"Calgary, AB T3H 3L4",6311-Food service supervisors,1
,905753 Alberta Ltd,"Calgary, AB T2E 7T7",0631-Restaurant and food service managers,1
,,,6311-Food service supervisors,2
,,,6312-Executive housekeepers,3
,,,6315-Cleaning supervisors,1
,907262 Alberta Inc.,"Calgary, AB T1Y 7J6",0631-Restaurant and food service managers,1
,,,6311-Food service supervisors,1
,,,6513-Food and beverage servers,1
,908732 Alberta Ltd.,"Calgary, AB T2B 3C6",0114-Other administrative services managers,1
,910364 AB Ltd o/a Midori Japanese Cafe,"Calgary, AB T2T 0A5",6321-Chefs,1
,911648 Alberta Ltd,"Edmonton, AB T5E 5R8",6322-Cooks,1
,912388 Alta Ltd o/a Images Of The North,"Banff, AB T1L 1B1",6211-Retail sales supervisors,1
,913484 Alberta Ltd,"Banff, AB T1L 1B9","6313-Accommodation, travel, tourism and related services supervisors",2
,,,6531-Tour and travel guides,1
,914703 Alberta Ltd,"Red Deer County, AB T4E 0A5",6322-Cooks,3
,915245 Alberta Ltd,"Elk Point, AB T0A 1A0",7312-Heavy-duty equipment mechanics,1
,921610 Alberta Ltd,"Edmonton, AB T5E 0Y2","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,921928 Alberta Ltd,"Lac La Biche, AB T0A 2C0",6311-Food service supervisors,1
,923453 Alberta Ltd,"Red Deer, AB T4P 1K4",6311-Food service supervisors,7
,925134 Alberta Ltd,"La Corey, AB T0A 2E0",0621-Retail and wholesale trade managers,1
,926830 Alberta Ltd,"Fawcett, AB T0G 0Y0",6322-Cooks,3
,930786 Alberta Ltd,"Grande Prairie, AB T8W 0C7",6211-Retail sales supervisors,1
,,,6611-Cashiers,1
,932124 Alberta Ltd,"Edmonton, AB T6R 0H9","1123-Professional occupations in advertising, marketing and public relations",1
,940806 Alberta Ltd,"Edmonton, AB T5E 6A3",6211-Retail sales supervisors,2
,,"Edmonton, AB T5L 2L5",6211-Retail sales supervisors,1
,,"Edmonton, AB T5X 5V2",6211-Retail sales supervisors,1
,,"Edmonton, AB T5Y 0L9",6211-Retail sales supervisors,1
,,"Edmonton, AB T6V 1C1",6211-Retail sales supervisors,1
,945575 Alberta Ltd o/a Boston Pizza,"Calgary, AB T2W 3M5",6322-Cooks,2
,945935 Alberta Ltd,"Leduc, AB T9E 6P1",6311-Food service supervisors,1
,949711 Alberta Ltd,"Entwistle, AB T0E 0S0",6311-Food service supervisors,1
,950174 Alberta Ltd,"Edmonton, AB T6G 1E8",6322-Cooks,1
,954017 Alberta Ltd,"Wainwright, AB T9W 1K5",6311-Food service supervisors,1
,954573 Alberta Ltd o/a Yogadotcalm,"Calgary, AB T2X 0H9","5254-Program leaders and instructors in recreation, sport and fitness",1
,955235 Alberta Ltd/Sunquest Growers Ltd,"Redcliff, AB T0J 2P0",0822-Managers in horticulture,3
,956396 Alberta Ltd,"Calgary, AB T2J 3V1",0631-Restaurant and food service managers,1
,956609 Alberta Ltd,"Edmonton, AB T5L 5B5",6311-Food service supervisors,1
,956716 Alberta Inc o/a Thai Express,"Calgary, AB T2P 3Y6",6311-Food service supervisors,1
,957375 Alberta Ltd,"Slave Lake, AB T0G 2A0",6311-Food service supervisors,1
,961945 Alberta Ltd,"Edmonton, AB T5L 2G9",7271-Carpenters,2
,963358 Alberta Ltd o/a Mama's Greenhouse,"Redcliff, AB T0J 2P0",8432-Nursery and greenhouse workers,4
,963618 Alberta Ltd,"Edmonton, AB T5E 4C7",0621-Retail and wholesale trade managers,1
,,,6211-Retail sales supervisors,4
,969801 Alberta Inc.,"Calgary, AB T3C 0M6",7271-Carpenters,2
,970780 Alberta Ltd.,"Calgary, AB T3J 3K9",6211-Retail sales supervisors,1
,971755 Alberta Ltd o/a Mill Creek Cleaners,"Edmonton, AB T6L 6T9",6211-Retail sales supervisors,1
,980032 Alberta Ltd,"Edmonton, AB T6T 0R1",6211-Retail sales supervisors,1
,980043 Aberta Ltd,"Edmonton, AB T5N 2L4",6211-Retail sales supervisors,1
,,,6611-Cashiers,1
,980311 Alberta Ltd,"Cold Lake, AB T9M 1P1",6311-Food service supervisors,4
,984664 Alberta Inc,"Calgary, AB T2M 1G6",6311-Food service supervisors,2
,988208 Alberta Ltd,"Calgary, AB T3J 3Y8",6211-Retail sales supervisors,4
,988669 Alberta Ltd,"Calgary, AB T2W 3M5",6322-Cooks,3
,989240 Alberta Ltd,"Rocky Mountain House, AB T4T 1A6",6311-Food service supervisors,2
,990907 Alberta Inc o/a Spirits on 101,"Fort Saskatchewan, AB T8L 4J9",6611-Cashiers,1
,991798 Alberta Ltd,"Edmonton, AB T6A 3Z6",6311-Food service supervisors,1
,992480 Alberta Inc,"Calgary, AB T2W 1E8",6311-Food service supervisors,2
,992605 Alberta Ltd.,"Calgary, AB T3E 0R2","0651-Managers in customer and personal services, n.e.c.",1
,995651 Alberta Ltd.,"Edmonton, AB T5Z 2A6",0631-Restaurant and food service managers,1
,999589 Alberta Ltd,"Calgary, AB T3E 0A5",6211-Retail sales supervisors,1
,A & D Malhi Corporation,"Calgary, AB T2J 0P6",6311-Food service supervisors,1
,A & E Hospitality Inc.,"St. Albert, AB T8N 5S8",6311-Food service supervisors,1
,A & K Tiles & Drywall Ltd,"Edmonton, AB T6T 0J3","7284-Plasterers, drywall installers and finishers and lathers",2
,A & M 8 Seas Corp o/a Pinoy's Kitchenette,"Calgary, AB T2A 7X6",6322-Cooks,1
,A & W Transport Inc,"Edmonton, AB T5Z 3J4",7511-Transport truck drivers,1
,A & Z Kitchen Cabinets Ltd.,"Calgary, AB T3J 0J8",1311-Accounting technicians and bookkeepers,1
,A Jeenil Inc,"Edmonton, AB T6A 1H5",6311-Food service supervisors,2
,A Plus 1 Ltd.,"Calgary, AB T2J 0S2",0621-Retail and wholesale trade managers,1
,A&D Child Care Centre and Out of School Care Ltd,"Sherwood Park, AB T8A 4N6",4214-Early childhood educators and assistants,1
,A&O Commercial Holdings Ltd,"Hardisty, AB T0B 1V0",6211-Retail sales supervisors,1
,A&S Enterprises Ltd,"Calgary, AB T2N 1N4",0631-Restaurant and food service managers,1
,,,6311-Food service supervisors,1
,,,6322-Cooks,1
,A.N.Z. Ltd.,"Calgary, AB T2W 3M5",6211-Retail sales supervisors,1
,A.P Enterprises Ltd.,"Airdrie, AB T4A 2E4",6311-Food service supervisors,1
,A-1 Delivery & Moving Inc,"Edmonton, AB T5Y 6E9",1241-Administrative assistants,1
,,,7511-Transport truck drivers,2
,A-1 Hospitality Ltd,"Calgary, AB T1Y 7K7",6312-Executive housekeepers,1
,A-1 Marshal Stucco Inc.,"Calgary, AB T2M 4L5","7284-Plasterers, drywall installers and finishers and lathers",1
,A-1 Trusses (1993) Ltd.,"Nisku, AB T9E 0G5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,"9227-Supervisors, other products manufacturing and assembly",1
,AAA Doors Ltd.,"Calgary, AB T2E 8Z9","0124-Advertising, marketing and public relations managers",1
,,,1241-Administrative assistants,1
,,,1311-Accounting technicians and bookkeepers,1
,,,7271-Carpenters,5
,AAA Highway 21 Tree Farm Ltd,"Sherwood Park, AB T8C 1H1",8432-Nursery and greenhouse workers,2
,AAA Natural Foods Inc.,"Star, AB T0B 4E0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,AAA Petroleum Contracting Ltd,"Calgary, AB T2X 1Z3",8612-Landscaping and grounds maintenance labourers,1
,AAA Rightway Vanlines & Storage Ltd.,"Edmonton, AB T6E 3L4",1241-Administrative assistants,1
,Aapna Brands Inc,"Edmonton, AB T6X 2A1",6322-Cooks,2
,Aastha Patel Inc.,"Lethbridge, AB T1H 2S4",6311-Food service supervisors,1
,Abba 96 Inc,"Sturgeon County, AB T8T 0C3","7284-Plasterers, drywall installers and finishers and lathers",10
,ABC Group Hotels Ltd,"Hinton, AB T7V 0A7",6312-Executive housekeepers,1
,ABC Weddings Ltd.,"Edmonton, AB T5G 0P7",6316-Other services supervisors,1
,Aber Inc.,"Fort McMurray, AB T9K 1P1",6311-Food service supervisors,1
,Abhay Trucking Inc,"Edmonton, AB T6T 0C9",0731-Managers in transportation,1
,,,"7305-Supervisors, motor transport and other ground transit operators",2
,Able Demolition Services Ltd.,"Calgary, AB T2G 3K4","7302-Contractors and supervisors, heavy equipment operator crews",1
,Able Landscaping Ltd,"Calgary, AB T2E 8V7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,ABP Chefs Inc.,"Calgary, AB T2A 5H8",6322-Cooks,2
,ABS Trucking Ltd,"Edmonton, AB T5W 5J6",0731-Managers in transportation,1
,,,1241-Administrative assistants,1
,,,"7305-Supervisors, motor transport and other ground transit operators",2
,ABS Truckwash and Lube Ltd,"Edmonton, AB T5W 5J6",6315-Cleaning supervisors,1
,,,6732-Specialized cleaners,2
,Access Helicopters Ltd,"Okotoks, AB T1S 0G5","2271-Air pilots, flight engineers and flying instructors",1
,Accounting & Taxation Solutions Inc.,"Calgary, AB T3J 3Z4","1212-Supervisors, finance and insurance office workers",1
,Accurate Hydraulics Ltd,"Peace River, AB T8S 1R2",7231-Machinists and machining and tooling inspectors,1
,Ace Liquor (Medicine Hat) Ltd,"Medicine Hat, AB T1A 0C3",6211-Retail sales supervisors,1
,Ace Liquor (Oakridge) Ltd,"Calgary, AB T2V 0L8",6211-Retail sales supervisors,1
,A-Class Auto Body Ltd,"Calgary, AB T2A 2P3",0621-Retail and wholesale trade managers,1
,,,7322-Motor vehicle body repairers,4
,Acron Roofing Systems Inc,"Edmonton, AB T5L 2T1",7291-Roofers and shinglers,2
,Active Homes Ltd,"Edmonton, AB T6B 0A9",7271-Carpenters,1
,Adaptacare Personal Care Homes Inc.,"Lethbridge, AB T1H 2V4",6322-Cooks,3
,"ADCO/Grier, Inc.","Calgary, AB T2J 3M6",0711-Construction managers,1
,Adom Convenient Store Inc.,"Edmonton, AB T5P 3Y6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,Adroitan Management Consulting Ltd.,"Edmonton, AB T6W 0G2",1221-Administrative officers,1
,Advantage Valve Maintenance Ltd,"Grande Prairie, AB T8V 8B4",0621-Retail and wholesale trade managers,1
,Aecon Construction Group Inc,"Fort McMurray, AB T9H 4E4","0016-Senior managers - construction, transportation, production and utilities",1
,Aeneid Exploration Inc.,"Calgary, AB T2P 3T4","0016-Senior managers - construction, transportation, production and utilities",1
,Afendy Theatres Ltd.,"Leduc, AB T9E 6M2","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,Afghan Chopan Kebab Inc.,"Edmonton, AB T5H 2S3",6322-Cooks,1
,Agat Laboratories Ltd,"Calgary, AB T2E 7J2",2231-Civil engineering technologists and technicians,1
,Age Film Productions Inc.,"Calgary, AB T3M 2B6","5131-Producers, directors, choreographers and related occupations",1
,Agrium Inc,"Calgary, AB T2J 7E8",1122-Professional occupations in business management consulting,1
,,,2141-Industrial and manufacturing engineers,1
,AGV Mechanical Inc,"Sherwood Park, AB T8C 1H3",2242-Electronic service technicians (household and business equipment),1
,Aimsio Inc,"Calgary, AB T2P 1B8",2174-Computer programmers and interactive media developers,1
,Air Central Inc,"Edmonton, AB T6N 1A8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,Air Joe's Enterprises Ltd,"Airdrie, AB T4B 0V7",6322-Cooks,2
,AJ Exteriors & Interiors Ltd.,"Calgary, AB T2E 7R8","7284-Plasterers, drywall installers and finishers and lathers",5
,AJG Trucking Ltd,"Edmonton, AB T5Z 3R8",0731-Managers in transportation,1
,,"Fortt McMurray, AB T9H 5R6","7305-Supervisors, motor transport and other ground transit operators",1
,AJP Maan Enterprises Ltd,"Edmonton, AB T6T 0R8",7511-Transport truck drivers,1
,Aktas Floors & Interiors Ltd,"Edmonton, AB T5N 3S5",7295-Floor covering installers,1
,Aladdin's Casbah Inc.,"Calgary, AB T2J 7A4",6322-Cooks,1
,Alba Flooring Inc.,"Edmonton, AB T5T 5J4",7283-Tilesetters,4
,Albert Enterprises Ltd.,"Taber, AB T1G 2B1",6322-Cooks,2
,Alberta AdaptAbilities Association,"Edmonton, AB T6G 0H3","4412-Home support workers, housekeepers and related occupations",2
,Alberta Cheese Company Ltd,"Calgary, AB T2C 1C7","9213-Supervisors, food, beverage and associated products processing",2
,Alberta Concrete Pumping Ltd,"Edmonton, AB T6P 1L7",1221-Administrative officers,1
,,,7282-Concrete finishers,6
,Alberta Investment Management Corporation,"Edmonton, AB T5J 2B3",2171-Information systems analysts and consultants,3
,Alberta Massage and Spa,"Medicine Hat, AB T1B 3T8",6211-Retail sales supervisors,1
,Alberta Moulding Inc.,"Edmonton, AB T5S 1K8",7231-Machinists and machining and tooling inspectors,1
,,,"9619-Other labourers in processing, manufacturing and utilities",1
,Alberta Produce & Grocery Ltd.,"Edmonton, AB T5P 3M7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,Alberta Quality Waterproofing & Contracting Ltd,"Edmonton, AB T6E 0T1",2264-Construction inspectors,1
,,,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,Alberta Restaurant Management Corp.,"Calgary, AB T3M 1T5",6311-Food service supervisors,5
,Alberta Special Event Equipment Rentals & Sales Ltd,"Edmonton, AB T6E 3P2",6211-Retail sales supervisors,1
,Alberta Swine Genetics Corporation,"Nisku, AB T9E 8L7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,Alberta World Ventures Inc,"Edmonton, AB T6W 0G4",7283-Tilesetters,1
,Albright Refrigeration Ltd,"County of Grande Prairie NO 1, AB T8W 5E7",7313-Refrigeration and air conditioning mechanics,1
,Alex Holdings Ltd.,"Jasper, AB T0E 1E0",6311-Food service supervisors,2
,Alexanders Pizza Restaurant Ltd,"Rycroft, AB T0H 3A0",6322-Cooks,1
,Alexandria Transport Ltd,"St. Albert, AB T8N 6A9",0731-Managers in transportation,1
,Alfresco Contractors Inc.,"St. Albert, AB T8N 6Z9",2234-Construction estimators,1
,Ali Sher Management Inc.,"Cold Lake, AB T9M 0C3",6211-Retail sales supervisors,1
,Alimo's Ventures Ltd o/a Alimo's Pizzaria,"Slave Lake, AB T0G 2A0",6311-Food service supervisors,4
,Ali's food Private Limited o/a Mary Browns,"Edmonton, AB T5L 7E5",6311-Food service supervisors,1
,All About The Dough Inc.,"Calgary, AB T2H 0L8",0631-Restaurant and food service managers,1
,,,6311-Food service supervisors,1
,All Nations Supermarket Inc.,"Fort McMurray, AB T9H 3E1",6211-Retail sales supervisors,1
,,,6332-Bakers,1
,All Seasons Mushrooms Inc.,"Airdire, AB T4A 0H4",0821-Managers in agriculture,3
,,,8611-Harvesting labourers,25
,All Western Contracting Ltd.,"Spruce Grove, AB T7X 3K3",7282-Concrete finishers,2
,Allarie Cleaners (1986) Ltd.,"Slave Lake, AB T0G 2A0",6316-Other services supervisors,1
,Allen Services & Contracting Ltd.,"Sturgeon County, AB T8L 5A8","7302-Contractors and supervisors, heavy equipment operator crews",1
,Allwest Institutional Furnishings Ltd,"Edmonton, AB T5M 2V3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,Al-Madina Medical Inc.,"Fort McMurray, AB T9H 4G8",3112-General practitioners and family physicians,2
,Alpha Better Landscaping Inc.,"Calgary, AB T2Z 4T1",8612-Landscaping and grounds maintenance labourers,6
,Alpha Tile Ltd,"Edmonton, AB T5T 5J4",7283-Tilesetters,8
,Alpine Canada Alpin,"Calgary, AB T3B 6B7","4167-Recreation, sports and fitness policy researchers, consultants and program officers",1
,,,5252-Coaches,3
,,,"5254-Program leaders and instructors in recreation, sport and fitness",7
,Alpine Drywall (Calgary) Ltd,"Calgary, AB T2G 1X5","7284-Plasterers, drywall installers and finishers and lathers",1
,Al-Sami Food Ltd.,"Calgary, AB T3K 0T7",6311-Food service supervisors,2
